productID,price_per_one
22028,0.42
21669,1.25
21671,1.25
21673,1.25
22460,1.25
22432,1.95
22433,1.95
22431,1.95
84674,2.95
21068,1.25
21069,1.25
21070,1.25
22419,0.42
22676,1.25
22672,1.65
22109,3.39
22928,5.95
22777,8.5
22477,1.25
21875,1.25
22924,0.85
21217,9.95
22301,2.55
22832,10.75
20674,1.25
20676,1.25
82582,2.1
22170,6.75
21679,0.85
21428,4.25
21868,1.25
22840,7.95
22855,1.06
79191C,0.85
47471,0.65
16046,0.85
21154,1.25
22796,9.95
22733,1.25
22560,1.25
22559,1.25
22896,2.55
20967,3.75
84031B,4.65
21430,3.75
21313,0.85
47566B,4.65
22499,5.95
22090,2.95
22071,3.75
22070,3.75
21216,4.95
20983,0.85
21537,4.25
21527,7.95
21538,3.75
85216,0.65
22131,1.95
21163,1.45
21158,1.45
21161,1.45
21159,1.45
84406B,3.25
21390,1.25
22335,0.65
22285,1.65
22284,1.65
21383,0.65
21381,1.69
47590B,5.45
47590A,5.45
22210,1.65
22209,1.65
22208,1.65
21872,1.25
48111,7.95
22822,5.95
85035A,4.25
22761,24.95
22385,1.95
20969,3.75
22374,4.25
22375,4.25
21741,2.95
85061W,0.85
21385,0.85
21288,2.95
21803,0.42
21801,0.42
72816,1.06
22909,0.64
40016,0.42
22202,3.75
21064,5.95
47591D,1.95
85038,2.1
84341B,0.85
84509G,3.75
16235,0.21
20986,1.25
20832,0.85
84846A,2.1
22442,7.95
21563,2.95
21769,79.95
85227,0.85
20798,2.1
22669,2.95
22320,5.95
21249,2.95
21561,2.55
85132A,9.95
85132B,9.95
85132C,9.95
22215,8.5
20675,1.25
21239,0.85
21207,1.65
21987,0.65
21988,0.85
21989,0.85
22316,1.25
22332,1.65
22437,0.85
21206,1.65
20677,1.25
22659,1.65
21790,0.72
21791,1.06
22806,2.95
22893,0.42
22841,7.95
85159A,6.35
21784,9.95
22849,16.95
17090D,1.25
17090A,1.25
72127,1.25
72133,1.25
84763,1.25
85127,4.95
22450,3.35
10124G,0.42
84519B,2.95
22505,4.95
22514,2.1
21504,0.42
22292,1.45
21211,1.45
21974,1.45
22045,0.42
90175C,8.95
90180A,9.95
90178A,11.95
22746,2.1
22986,0.42
20984,0.85
22436,0.65
21465,3.75
21470,3.75
16012,0.21
85025C,1.65
21851,4.95
21849,4.95
85124B,2.55
85124C,2.55
20828,2.55
21830,0.42
21623,9.95
47591D,1.65
85177,0.85
84947,1.25
84946,1.25
22169,8.5
16156S,0.42
85049F,1.25
22426,3.75
22190,2.1
90082D,6.35
90082A,6.35
90082B,6.35
90081A,4.95
90204,3.35
90185B,4.25
90195A,8.95
90195B,8.95
90196A,12.75
90199A,6.35
90177C,2.95
90186A,2.95
20894,2.95
85106,2.55
21415,2.1
21416,3.75
21417,2.1
22343,0.85
22474,4.95
18097A,2.55
18097C,2.55
22977,1.25
21137,3.75
21899,0.65
21911,1.65
21902,0.65
21901,0.65
21948,1.25
21949,1.25
20759,0.85
20760,0.85
20757,0.85
20981,0.85
20971,1.25
85185D,2.95
85185B,2.95
21993,2.95
22897,1.45
22325,4.95
21349,6.75
22439,0.65
84347,0.03
79164,1.65
84683,1.25
21745,3.75
79163,1.65
22175,2.95
21155,2.1
15060B,3.75
21700,0.85
22985,0.42
22821,0.65
85114A,1.45
22705,0.42
84952C,0.0
20724,0.85
22084,2.95
22356,0.85
22380,2.1
72801C,1.25
72801D,1.25
21735,12.75
21500,0.42
15036,0.75
21408,4.25
BANK CHARGES,15.0
20718,1.25
21539,4.95
22341,1.65
22530,0.36
22492,0.55
22467,2.1
22454,2.55
22452,2.55
22328,2.55
22075,1.45
21509,0.36
21508,0.36
21507,0.36
21506,0.36
21500,0.34
21499,0.34
21498,0.34
20719,0.72
16237,0.16
85178,1.25
85116,1.25
84952C,1.25
84952B,1.25
84692,0.32
84347,1.88
71459,0.72
48194,6.75
48184,6.75
35001G,3.39
22630,1.65
22629,1.65
22536,0.36
22534,0.36
22533,0.36
48187,6.75
22453,2.55
84946,1.06
84879,1.45
22264,0.85
22181,0.85
21392,2.1
21393,2.1
21268,0.42
84952C,3.75
84952B,3.75
85144,7.25
21025,1.25
21031,1.25
21030,1.25
21026,1.25
21032,1.25
21578,2.25
22350,2.55
21357,1.25
20719,0.85
20766,3.75
21399,2.1
22562,1.25
21714,1.25
21990,2.95
20751,2.1
20752,2.1
22636,8.5
22617,4.95
21426,2.1
21581,2.25
90002D,3.75
22424,12.75
82551,1.45
82599,2.1
21908,2.1
82583,2.1
21174,1.95
21900,0.65
70006,1.65
22031,0.42
21067,1.25
21745,3.39
22777,7.65
22778,3.39
21484,2.95
21524,6.75
48138,6.75
22365,6.75
79067,3.75
21788,0.85
22408,1.25
22406,1.25
22405,1.25
22846,16.95
84950,0.55
21833,1.49
22275,7.65
22574,0.72
22588,2.1
22130,0.72
37450,2.95
22043,0.42
22042,0.42
22089,2.95
72799E,2.95
85066,12.75
21129,6.95
21059,0.85
22877,1.95
22869,1.95
22878,2.1
22430,4.95
22425,4.95
21240,0.85
22847,16.95
21527,6.95
84077,0.18
21915,1.06
22207,3.75
21929,1.65
21928,1.65
21927,1.25
21925,1.25
22763,9.95
71053,3.75
22334,1.65
22655,295.0
22060,9.95
22061,9.95
21531,2.55
21039,2.55
21157,2.1
47559B,1.25
22649,4.95
16161P,0.42
82482,2.55
16161M,0.42
85214,1.65
21499,0.42
72232,0.19
84077,0.21
21508,0.42
21507,0.42
84247G,0.42
22585,1.06
22890,9.95
22502,4.95
21530,2.95
21528,6.95
21820,3.75
21821,3.75
22162,2.95
21114,1.25
20615,2.1
47021G,1.25
22443,7.95
20681,3.25
22605,14.95
22155,0.42
21807,0.42
22161,0.65
20956,1.25
22067,1.65
21930,1.65
22942,7.65
22689,6.75
22591,2.55
22580,4.95
22186,2.55
22276,2.55
22503,29.95
21430,4.25
22504,29.95
84678,2.55
22158,2.95
22944,1.25
22747,2.1
22621,1.45
79000,0.85
22078,2.1
85049B,1.25
21730,4.95
POST,40.0
21878,0.85
85131A,1.25
22636,7.65
22634,8.5
22300,2.55
15056bl,12.72
15056p,12.72
20725,5.06
20941,2.51
21066,2.51
21086,1.66
21156,4.21
21205,5.06
21259,12.72
21361,25.49
21557,5.74
21710,10.17
21876,3.36
21890,5.91
22023,0.85
22136,3.36
22167,20.38
22171,16.98
22173,5.91
22179,13.57
22186,5.91
22200,8.47
22202,7.62
22358,5.91
22386,5.06
22412,4.21
22423,25.49
22429,8.47
22469,4.21
22502,8.47
22525,3.36
22627,16.98
22659,2.51
22766,5.91
22772,2.51
22776,20.38
22786,16.13
22839,29.79
47566b,8.47
72349b,4.21
79067,7.62
84872a,11.02
84970l,2.13
84970s,2.13
85038,4.21
85039a,3.36
DOT,254.43
10123C,0.65
10120,0.21
84006,0.85
20767,2.55
90094,2.55
22758,1.25
21882,0.65
21884,0.65
22756,1.25
22757,1.25
20886,4.21
21481,6.77
21733,5.91
21935,4.21
21945,1.66
21948,2.51
22094,2.51
22133,1.66
22187,8.47
22456,10.17
22838,29.79
22891,8.47
22964,4.21
47566,9.32
82484,13.57
84029G,8.47
84032A,5.91
DOT,121.06
10002,1.66
18098c,5.06
20615,4.21
20655,2.51
20679,12.72
20723,2.51
20724,2.51
20750,16.98
21100,4.21
21154,3.36
21157,4.21
21201,5.06
21411,8.47
21479,8.47
21558,5.06
21786,0.81
21803,0.85
21865,4.21
21916,0.81
21981,0.81
21988,1.66
22024,0.85
22132,1.66
22166,16.13
22212,4.21
22355,2.51
22365,14.43
22374,8.47
22383,5.06
22424,25.49
22507,11.02
22518,4.21
22628,10.17
22629,2.51
22804,5.91
22807,5.91
22925,11.87
82581,1.28
82600,4.21
84509c,7.62
84534b,1.66
84559a,1.69
84596e,2.51
84884a,8.47
85014a,12.72
85014b,12.72
85036b,8.47
M,2.55
DOT,498.47
72803b,8.47
22154,0.42
84993A,0.42
84987,1.45
20998,2.95
21407,4.25
22702,2.1
22550,3.75
22076,1.65
84925D,2.55
84520B,0.85
21078,0.85
35001G,4.25
22028,0.85
22041,5.06
22042,0.43
22059,3.36
22099,2.51
22105,4.21
22118,11.87
22131,4.21
22163,3.36
22175,5.91
22216,1.66
22227,1.28
22244,4.21
22248,1.66
22250,1.66
22251,2.51
22255,1.66
22271,5.91
22272,5.91
22273,5.91
22274,5.91
22288,2.51
22326,5.91
22338,1.28
22363,5.91
22382,4.21
22395,5.06
22402,2.51
22406,2.51
22460,2.51
22466,4.21
22473,11.02
22483,5.91
22491,1.66
22492,1.66
22493,3.36
22546,0.85
22551,3.36
22554,3.36
22567,2.51
22568,7.62
22575,4.21
22576,1.66
22577,1.66
22578,1.66
22593,1.66
22594,1.66
22609,1.66
22626,16.98
22630,4.21
22661,1.66
22717,0.85
22731,2.51
22736,3.36
22743,5.91
22752,16.98
22753,1.66
22762,29.79
22768,20.38
22777,16.98
22785,16.98
22796,21.23
22809,5.91
22811,5.91
22845,12.72
22851,1.66
22882,4.21
22884,4.21
22902,4.21
22908,1.66
22926,11.87
22927,11.87
22943,11.02
35599B,5.91
35954,3.36
44234,1.66
47566,8.47
48185,14.43
71143,2.51
72351A,4.21
75049L,2.51
75131,3.36
79000,1.69
79191B,1.66
82001S,7.62
82482,5.06
84030E,8.47
84077,0.43
84270,0.21
84558A,5.91
84660C,7.62
84661B,5.06
84673B,1.28
84685,7.62
84763,2.51
84792,9.32
84880,11.87
84926A,2.51
84927A,4.21
84927F,4.21
84945,1.84
84947,2.51
84968C,25.49
84987,2.98
85025B,3.36
85054,5.91
85055,7.62
85106,4.21
85132C,8.47
85167B,8.47
85169A,2.51
85169B,2.51
85169C,2.51
85169D,2.51
85174,11.02
85203,0.84
90000D,6.37
90003E,3.81
90028,8.49
90060F,5.94
90114,2.51
90115,2.51
90120B,4.24
90129F,1.66
90141A,5.51
90199B,6.37
90205A,1.69
90214B,0.85
90214C,0.85
90214F,0.85
90214I,0.85
90214L,0.85
90214N,0.85
90214Y,0.85
DOT,887.52
10133,1.66
15036,1.28
15060B,8.47
16218,2.13
16225,3.36
16235,0.43
20686,6.77
20712,4.21
20726,4.21
21200,1.65
20970,7.62
21025,2.51
21051,4.21
21112,5.91
21155,4.21
21215,1.28
21219,2.51
21221,2.51
21224,2.51
21240,1.66
21261,7.62
21263,5.91
21286,5.06
21381,3.36
21446,2.51
21485,11.02
21528,13.57
21530,5.91
21619,7.62
21640,1.66
21643,2.51
21651,3.36
21675,1.66
21711,10.17
21725,1.66
21815,2.98
21826,2.51
21828,2.51
21829,0.43
21866,2.51
21872,3.36
21883,1.66
21903,4.21
21917,0.85
21918,0.85
21936,5.91
21955,14.43
21986,0.85
22959,0.42
17090A,0.85
17084R,0.16
17091J,0.85
21027,1.25
90099,2.55
84539,1.65
90096,2.55
21095,0.85
21479,3.39
22112,4.25
22734,0.0
85018D,2.55
22732,1.25
22384,1.45
20728,1.45
47503J,7.95
37464,1.25
84247N,2.95
84247K,2.95
22035,0.42
21250,2.95
21677,0.85
47504K,1.95
84212,0.65
21828,1.25
21377,1.65
21379,1.25
37489D,1.95
17107D,2.55
22132,0.85
22133,0.85
37489B,1.95
37489C,1.95
21564,2.95
21932,2.95
21933,2.95
21100,1.65
37489A,1.95
22452,2.95
22072,3.75
84534B,0.85
84536A,0.42
21905,2.1
21164,2.95
47566,4.65
22624,7.65
21945,0.85
71477,2.75
22414,7.95
21906,6.75
22456,4.95
22116,2.95
85130A,1.65
85129C,1.25
15056P,5.95
22080,1.65
22948,0.85
22246,1.95
35967,0.38
22299,1.25
84849A,1.69
22304,2.55
22121,5.45
21165,1.69
84559A,0.85
84559B,0.85
22137,2.95
85230B,0.29
85230F,0.29
22699,2.55
22697,2.55
22306,1.95
M,0.85
20676,3.36
20711,4.21
20712,5.06
20717,3.36
20718,3.36
20719,2.51
20726,5.06
20727,5.06
20728,5.06
20734,2.51
20735,2.51
20960,2.51
21078,2.51
21080,2.51
21098,3.36
21210,3.83
21212,2.13
21213,2.13
21215,2.13
21232,3.36
21238,2.51
21239,2.51
21240,2.51
21242,4.21
21329,3.36
21484,8.47
21523,16.98
21524,16.98
21668,3.36
21669,3.36
21670,3.36
21673,3.36
21864,4.21
21866,3.36
21928,5.06
21929,5.06
21930,4.21
21931,5.06
21955,16.98
21976,2.13
21977,2.13
22069,4.21
22075,4.21
22076,4.21
22077,4.21
22080,4.21
22082,4.21
22083,6.77
22086,6.77
22111,12.72
22112,12.72
22114,9.32
22139,11.02
22147,4.21
22149,5.06
22150,5.06
22174,4.21
22326,6.77
22327,6.77
22356,2.51
22367,5.06
22378,5.06
22379,5.06
22384,5.06
22417,2.13
22418,2.51
22426,8.47
22524,3.36
22553,4.21
22554,4.21
22555,4.21
22556,4.21
22631,3.36
22637,5.91
22644,4.21
22645,4.21
22646,4.21
22652,4.21
22654,12.72
22692,16.98
22725,8.47
22726,8.47
22727,8.47
22728,8.47
22729,8.47
22734,5.91
22735,4.21
22736,4.21
22737,4.21
22738,4.21
22739,4.21
22812,5.06
22834,5.06
22835,11.02
22865,5.06
22867,5.06
22910,6.77
22952,2.13
35970,4.21
47559b,3.36
47580,5.91
47591d,5.06
48173c,16.98
48187,16.98
79321,11.02
82494l,8.47
84029E,8.47
84030e,8.47
84031A,9.32
84031B,9.32
84032B,5.91
84347,5.91
84380,3.36
84692,1.66
84987,3.83
84991,2.13
84997b,8.47
84997c,8.47
84997d,8.47
85049a,3.36
85049e,3.36
85099C,4.21
85099f,5.06
85123a,6.77
22331,1.65
84849D,1.69
21446,1.25
84507C,2.55
20910,6.35
82616C,2.95
82616B,2.95
21558,2.55
22409,1.25
90128B,1.25
90196B,12.75
90198B,4.25
90152B,5.95
90151,8.5
20661,2.95
20652,1.25
21845,2.95
22398,1.25
84877D,3.75
20657,1.25
47422,0.42
21642,0.85
20658,1.25
22396,1.25
47503H,1.95
72130,0.65
72128,0.85
47343A,1.49
72802A,4.25
84581,3.75
84580,3.75
72807B,4.25
72802B,4.25
21054,8.95
21991,2.95
POST,28.0
22339,0.65
22337,0.65
84032B,2.55
84562A,7.95
21936,2.95
21040,2.55
21937,2.95
22701,2.95
22359,2.95
22361,2.95
22362,2.95
82011C,3.75
84865,8.5
84880,5.95
35951,0.0
22712,0.0
22028,0.0
85067,0.0
21421,0.0
21414,0.0
21653,0.0
21651,0.0
85126,0.0
21814,0.0
21692,0.0
21648,0.0
21172,0.0
21161,0.0
84534B,0.0
22162,0.0
21535,0.0
35965,0.0
21040,0.0
37464,0.0
21836,0.0
47556B,0.0
84562A,0.0
37474,0.0
21807,0.0
21011,0.0
21287,1.25
79337,1.65
85111,1.25
22307,1.95
85078,0.65
85036B,4.25
85034C,4.25
84614A,5.95
22509,16.95
90054,2.55
90145,5.95
90143,7.5
90010A,8.95
90010B,8.95
90051,6.95
90050,6.95
90053,2.55
22417,0.42
18098C,0.0
21696,0.0
37476,0.0
22586,0.85
21275,0.0
22348,0.85
20829,2.1
21224,1.25
21721,0.85
84988,1.45
21947,1.25
21726,0.85
22200,4.25
20699,2.55
22671,1.65
85135C,7.95
20936,2.95
84949,1.45
21876,1.25
85054,2.95
85055,3.75
84924A,3.75
35810B,2.1
35241,4.95
21112,2.95
17109D,1.69
21011,1.45
22853,3.25
11001,1.69
85034B,4.25
72800D,2.55
84819,4.25
90185D,4.25
90175A,8.95
22458,2.55
22459,2.55
22156,0.85
22169,7.65
21754,5.45
22079,1.65
90162B,2.95
90162D,2.95
21626,1.95
90167,0.85
22403,1.25
22563,1.25
84827,0.65
85174,4.95
22799,8.5
22305,2.55
22666,2.55
21216,4.25
84347,2.1
84898F,2.1
22415,7.95
22255,0.85
22256,1.25
21447,1.25
47310M,1.25
22525,1.25
22479,1.25
22478,1.25
84508B,2.55
21787,0.85
21774,1.25
21439,1.25
21195,2.1
21555,2.55
84279P,3.75
21829,0.21
22390,2.55
22483,2.95
84963A,42.95
72349B,2.1
17091J,1.25
M,0.42
84993B,0.42
20686,3.25
22306,1.65
22307,1.65
22568,3.39
22271,2.55
85206A,1.65
22021,1.65
35965,2.95
20684,3.25
84536B,0.42
84596G,1.25
21110,6.75
21445,1.25
77101A,1.25
84358,9.95
22572,0.72
21294,1.25
21468,3.75
22123,5.95
22939,4.95
21836,3.75
22788,8.5
22184,8.5
71279,2.95
22761,21.95
22769,21.95
22762,12.75
21802,0.42
22598,0.85
22532,0.42
21413,1.25
79149B,0.42
21682,4.95
78034B,1.95
22894,8.5
79151B,0.42
21090,0.85
21209,1.65
22354,3.75
21635,3.75
35471D,1.25
21351,5.95
35653,2.95
85130D,1.65
15039,0.85
84978,1.25
84569D,1.25
84050,1.65
72351A,2.1
84921,3.75
22381,2.1
84508C,2.55
90086,0.85
62018,1.95
16011,0.21
85179A,4.65
21785,0.85
21650,0.65
84874B,1.65
22674,1.25
85167B,4.25
22412,2.1
72051S,0.42
72799F,2.95
21864,2.1
20764,3.75
84535B,0.65
47579,2.1
21723,0.85
35953,1.25
84051,0.85
21187,1.65
21696,2.95
22034,0.42
35598B,2.95
20980,1.25
35958,0.85
75013B,1.65
22830,26.95
22684,1.25
82011B,3.75
21630,8.95
21580,2.25
D,29.29
22231,1.45
22859,1.65
22860,1.65
22093,1.25
22091,1.25
21865,2.1
20748,12.75
85208,2.1
22129,0.85
22808,2.95
21109,6.75
20702,4.25
85187,1.65
22719,1.25
22891,4.25
21683,2.95
22770,14.95
22619,3.39
84563B,5.95
82613B,1.25
37446,1.25
22355,0.72
37449,8.5
79190A,0.42
15034,0.14
47593B,1.25
85129D,1.25
85129B,1.25
35924,2.1
20671,1.25
35004B,5.45
21903,2.1
21904,2.1
21361,12.75
22843,6.75
22199,4.25
84968A,12.75
22841,0.0
M,0.65
37509,2.55
47369A,2.95
47369B,2.95
47367B,3.75
21695,2.95
84773,2.95
21424,2.95
21819,0.85
22817,0.42
16161U,0.42
22251,1.25
22252,1.25
22069,1.65
21401,0.42
84597C,1.25
51020A,1.25
51020B,1.25
21306,2.1
21311,2.1
21307,2.1
85114A,1.65
21277,21.95
22475,4.95
90200E,4.25
90062,12.75
21616,3.75
37461,1.25
20655,1.25
20659,1.25
71459,0.85
20985,1.25
84596L,1.25
84596F,1.25
22346,0.85
22344,0.85
22345,0.85
85215,0.65
20676,1.06
17003,0.16
22090,2.55
47590A,4.65
21121,1.06
21122,1.06
85062,1.65
82484,5.55
18098C,2.95
22849,14.95
85016,2.55
22984,0.42
85015,2.55
22134,0.42
22949,1.45
85036C,4.25
85170D,2.1
21640,0.85
21202,1.65
35971,1.25
21822,1.95
84531A,1.95
84531B,1.95
21910,1.65
22461,12.75
22833,49.95
22690,7.95
84881,6.35
21613,2.95
21693,2.95
84809A,2.1
79190D,0.42
84950,0.65
22157,0.85
84795B,7.95
79191B,0.85
22831,2.95
20770,2.55
20771,2.55
37327,1.69
22283,7.95
85027L,7.95
M,1.0
85017C,0.85
16010,0.12
35001W,3.49
84707B,9.95
21167,0.21
51008,3.45
22811,2.95
21713,2.1
20802,1.65
22052,0.42
20781,5.49
22389,2.55
22383,1.45
72807A,4.25
84840,8.5
22622,8.5
21889,1.06
21531,2.1
22073,3.39
22073,3.75
15056N,12.72
16258A,0.84
20665,5.91
20713,4.21
20716,2.51
20751,4.21
20782,11.02
20847,7.62
20936,5.91
20985,2.51
21014,1.28
21026,2.51
21039,5.91
21137,7.62
21187,3.36
21291,1.66
21319,3.36
21326,1.66
21355,2.51
21359,34.0
21397,3.36
21506,0.85
21626,4.21
21627,29.79
21632,25.49
21650,1.66
21669,2.51
21677,1.66
21678,1.66
21688,5.91
21726,1.66
21738,5.91
21824,2.98
21882,1.66
21900,1.66
21916,0.85
21937,5.91
21967,0.85
21983,0.85
22079,3.36
22096,2.51
22106,5.06
22108,3.36
22113,7.62
22116,5.91
22150,4.21
22151,1.66
22167,8.47
22221,20.38
22223,10.17
22242,3.36
22282,25.49
22285,3.36
22321,1.66
22328,5.91
22329,3.36
22337,1.28
22344,1.66
22398,2.51
22403,2.51
22416,2.98
22417,1.28
22461,25.49
22464,3.36
22465,3.36
22475,11.02
22505,11.02
22556,3.36
22563,2.51
22572,1.66
22592,7.62
22613,1.66
22633,4.21
22652,3.36
22670,2.51
22684,2.51
22725,7.62
22732,2.51
22750,7.62
22893,0.85
22912,11.02
22924,11.02
22955,4.21
22983,0.85
35648,5.91
35651,16.13
35653,5.91
37447,3.36
46118,8.47
46776C,4.21
46776E,4.21
48184,14.43
62094B,5.06
79066K,1.66
82486,16.13
82567,4.21
82616B,2.51
84006,1.66
84078A,76.55
84228,0.84
84341B,1.66
84568,0.43
84789,7.62
84813,25.49
84836,2.51
84849B,3.36
85014A,12.72
85025C,3.36
85093,2.51
85096,7.62
85132B,8.47
85185B,5.91
85202,0.84
85204,0.84
90001D,4.24
90013C,4.24
90014B,10.62
90059B,1.69
90085,1.66
90086,1.66
90132,5.09
90140,7.64
90141B,5.09
90143,8.07
90158,5.09
90183A,2.96
90183B,2.96
90199A,6.37
90201B,2.96
90212B,3.81
90214V,0.85
DOT,863.74
84712B,7.95
22279,1.25
22280,1.25
20967,7.62
22372,8.47
22377,4.21
22431,4.21
22433,4.21
22443,16.13
22447,6.77
22450,6.77
22454,5.91
22488,3.36
22495,5.91
22521,1.66
22523,1.66
22579,1.66
22607,16.98
22650,3.36
22653,4.21
22672,3.36
22676,2.51
22677,2.51
22682,2.51
22715,0.85
22733,2.51
22765,29.79
22802,39.96
22849,34.0
22905,5.91
22942,16.98
20986,2.51
21027,2.51
21031,2.51
21042,12.72
21143,4.21
21172,4.21
21253,5.91
21265,5.91
21333,5.91
21358,2.51
21389,1.66
21391,4.21
21403,0.85
21452,5.91
21508,0.85
21534,10.17
21581,5.06
21618,7.62
21625,14.43
21630,18.68
21642,1.66
21673,2.51
21693,5.91
21696,5.91
21719,1.66
21723,1.66
21724,1.66
21812,10.17
21847,4.21
21873,3.36
21878,1.66
21933,5.91
21943,1.66
21947,2.51
21980,0.85
22027,0.85
22093,2.51
22098,2.51
22104,1.66
22209,3.36
22210,3.36
22284,3.36
22322,1.66
22339,1.28
22340,3.36
22965,4.21
35833G,3.36
35916A,1.66
40016,8.47
46776A,4.21
47369A,5.91
48129,14.43
72351B,4.21
72598,1.66
72800E,3.36
82483,12.72
84459A,3.36
84509B,7.62
84637,12.72
84865,16.98
84978,2.51
84997D,7.62
85039B,1.66
85039C,1.66
85061W,1.66
85062,2.51
85066,25.49
85131A,0.85
85131C,0.85
85175,13.57
85179A,9.32
85231G,1.66
90010E,9.34
90039C,3.81
90056,11.05
90081C,5.09
90096,2.51
90101,2.54
90130B,2.96
90130C,2.96
90200D,4.24
90200E,4.24
DOT,940.87
10125,1.66
15044C,5.91
20728,4.21
20755,1.66
20762,7.62
20803,3.36
18007,0.18
21675,0.85
21720,0.85
84968F,12.75
79030D,1.65
21291,0.85
21289,1.25
22606,15.95
37479B,2.55
37482P,2.55
20903,6.35
20897,2.95
71403,2.95
21430,3.39
22683,1.25
22685,1.25
21973,1.45
48188,7.95
22691,7.95
47594A,1.95
21162,1.45
84926D,1.25
22233,1.65
21868,1.06
21870,1.06
35400,8.95
22486,12.75
72801G,1.25
84711A,9.95
16169N,0.42
20769,2.55
35597A,1.25
47480,1.65
84522,1.95
20731,1.25
35597B,1.25
21253,2.95
21366,4.25
84945,0.72
21219,1.25
84596B,1.25
21226,1.25
21725,0.85
79030G,1.65
79160,2.1
22203,3.75
22329,1.65
72351B,2.1
84569B,0.0
21027,0.0
21648,1.25
72131,1.95
21089,0.65
21647,2.1
72122,0.95
84912A,3.75
85036A,4.25
21692,3.75
21618,3.75
84569A,1.25
20775,1.65
90179C,5.95
90060D,5.95
85020,2.1
22059,1.49
20861,2.1
21827,1.25
79051A,0.65
85169A,1.25
22570,3.39
22569,3.39
22149,1.85
M,0.19
17007B,2.1
22700,2.95
10124A,0.42
21644,1.25
46000P,4.25
21638,2.1
22681,1.25
21746,1.25
84916,5.95
40005B,0.85
18094C,1.25
21481,2.55
22085,2.95
M,35.0
47586A,2.55
85183B,3.75
46115B,0.19
84975,1.69
22816,0.36
84898F,0.0
21336,2.95
15044C,2.95
22673,1.25
22788,9.95
21262,2.95
22050,0.42
22834,1.85
POST,4.41
21680,0.85
20819,3.75
35598D,1.25
84925F,2.55
21812,4.95
22535,0.42
21547,2.95
17021,0.3
84968F,0.0
84968E,0.0
84968B,0.0
16169K,0.42
85215,0.0
35833G,0.0
20832,1.66
21001,4.21
21028,2.51
21124,2.51
21162,3.36
21163,3.36
21171,3.36
21204,3.36
21222,2.51
21239,1.66
21251,5.91
21363,11.02
21367,5.06
21375,11.02
21377,3.36
21379,2.51
21401,0.85
21448,3.36
21470,7.62
21595,8.47
21683,5.91
21715,5.06
21730,10.17
21744,5.91
21901,1.66
21907,4.21
21932,5.91
22029,0.85
22101,2.51
22170,13.57
22192,16.98
22199,8.47
22217,2.51
22295,3.36
22307,8.47
22327,5.91
22333,3.36
22366,14.43
22441,4.21
22445,5.91
22474,11.02
22525,2.51
22585,2.51
22597,1.66
22610,1.66
22660,14.43
22674,2.51
22718,0.85
22771,2.51
22784,11.02
22797,34.0
22817,0.85
22840,16.13
22859,3.36
22914,11.02
22923,11.02
22939,11.02
22942,8.47
35914,4.21
37444A,5.91
37462E,0.84
37474,9.95
47021G,5.06
47367B,3.36
47471,1.49
47481,2.13
47503H,4.21
47504K,8.47
72051S,0.84
72818,1.66
84313B,16.98
84406B,6.77
84422,1.66
84429A,5.91
84509C,7.62
84510C,2.51
84519A,5.91
84569A,2.51
84569D,2.51
84596F,2.51
84840,16.98
84916,4.21
84917,4.21
84997A,7.62
84997B,7.62
85020,4.21
85034C,8.47
85035A,8.47
85035C,8.47
85049C,2.51
85078,5.91
85087,8.47
85094,2.51
85125,10.17
90013A,3.81
90059A,1.69
90059E,1.69
90073,5.09
90074,9.77
90104,0.83
90129C,1.66
90129D,1.66
90129E,1.66
90160C,7.22
90161D,5.09
90175B,9.34
90177D,2.96
90184C,9.34
90185A,4.24
90208,2.54
DOT,950.99
15044B,5.91
15044D,5.91
18007,0.43
20652,2.51
M,5.95
84707A,9.95
84270,0.0
90167,0.0
22959,0.0
21617,3.75
21001,5.95
21000,4.25
22693,1.25
20782,5.49
21397,1.25
35646,4.25
47574A,4.25
72819,2.55
84665,5.95
21756,6.6
21054,0.0
20684,0.0
84881,0.0
20941,0.0
21248,0.0
21349,0.0
22155,0.0
22469,1.93
22470,3.21
20675,1.06
20677,1.06
20750,6.35
21174,1.65
21244,1.45
21428,3.75
21537,3.75
21907,1.85
21908,1.85
82600,1.69
20857,1.65
22908,0.85
21488,0.0
21627,14.95
22379,1.85
17091J,0.38
22776,8.5
22795,5.95
22890,8.5
21259,4.95
84978,1.06
72130,0.53
22457,2.55
85047,6.35
85064,0.0
84832,0.0
84692,0.0
48184,0.0
48111,0.0
22697,0.0
22682,0.0
22680,0.0
22681,0.0
22679,0.0
22686,0.0
22683,0.0
22676,0.0
22625,0.0
22624,0.0
22619,0.0
22520,0.0
22524,0.0
22502,0.0
22501,0.0
22476,0.0
22473,0.0
22474,0.0
22472,0.0
22514,0.0
22516,0.0
22432,0.0
22428,0.0
22427,0.0
22376,0.0
22375,0.0
22372,0.0
22371,0.0
22620,0.0
22109,0.0
22367,0.0
22366,0.0
22364,0.0
22362,0.0
22360,0.0
22361,0.0
22359,0.0
22353,0.0
22350,0.0
22327,0.0
21116,0.0
22202,0.0
22550,0.0
21912,0.0
21891,0.0
21559,0.0
21531,0.0
20726,0.0
20652,0.0
20615,0.0
M,924.59
22498,5.95
BANK CHARGES,95.38
S,12.95
S,52.0
22199,3.75
84725,4.25
37479P,2.55
D,281.0
AMAZONFEE,1.0
22065,1.25
22061,8.5
21843,9.95
21534,4.95
